Normalized Water Volume,Water Level,Legend
327.660000, 377.453828, Inelastic (no residual stress)
330.200000, 379.711007, Inelastic (no residual stress)
332.740000, 381.968187, Inelastic (no residual stress)
335.280000, 384.225366, Inelastic (no residual stress)
337.820000, 386.482545, Inelastic (no residual stress)
340.360000, 388.739724, Inelastic (no residual stress)
342.900000, 390.996903, Inelastic (no residual stress)
345.440000, 393.254082, Inelastic (no residual stress)
347.980000, 395.511261, Inelastic (no residual stress)
350.520000, 397.768441, Inelastic (no residual stress)
353.060000, 400.025620, Inelastic (no residual stress)
355.600000, 402.282799, Inelastic (no residual stress)
358.140000, 404.539978, Inelastic (no residual stress)
360.680000, 406.797157, Inelastic (no residual stress)
363.220000, 409.054336, Inelastic (no residual stress)
365.760000, 411.311515, Inelastic (no residual stress)
368.300000, 413.568695, Inelastic (no residual stress)
370.840000, 415.825874, Inelastic (no residual stress)
373.380000, 418.083053, Inelastic (no residual stress)
375.920000, 420.340232, Inelastic (no residual stress)
378.460000, 422.597411, Inelastic (no residual stress)
381.000000, 424.854590, Inelastic (no residual stress)
383.540000, 427.111769, Inelastic (no residual stress)
386.080000, 429.368949, Inelastic (no residual stress)
388.620000, 431.626128, Inelastic (no residual stress)
391.160000, 433.883307, Inelastic (no residual stress)
393.700000, 436.140486, Inelastic (no residual stress)
396.240000, 438.397665, Inelastic (no residual stress)
398.780000, 440.654844, Inelastic (no residual stress)
401.320000, 442.912023, Inelastic (no residual stress)
403.860000, 445.169203, Inelastic (no residual stress)
406.400000, 447.426382, Inelastic (no residual stress)
408.940000, 449.683561, Inelastic (no residual stress)
411.480000, 451.940740, Inelastic (no residual stress)
414.020000, 454.197919, Inelastic (no residual stress)
416.560000, 456.455098, Inelastic (no residual stress)
419.100000, 458.712277, Inelastic (no residual stress)
421.640000, 460.969457, Inelastic (no residual stress)
424.180000, 463.226636, Inelastic (no residual stress)
426.720000, 465.483815, Inelastic (no residual stress)
429.260000, 467.740994, Inelastic (no residual stress)
431.800000, 469.998173, Inelastic (no residual stress)
434.340000, 472.255352, Inelastic (no residual stress)
436.880000, 474.512531, Inelastic (no residual stress)
439.420000, 476.769711, Inelastic (no residual stress)
441.960000, 479.026890, Inelastic (no residual stress)
444.500000, 481.284069, Inelastic (no residual stress)
447.040000, 483.541248, Inelastic (no residual stress)
449.580000, 485.798427, Inelastic (no residual stress)
452.120000, 488.055606, Inelastic (no residual stress)
454.660000, 490.312785, Inelastic (no residual stress)
457.200000, 492.569965, Inelastic (no residual stress)
459.740000, 494.793413, Inelastic (no residual stress)
462.280000, 496.917787, Inelastic (no residual stress)
464.820000, 498.995482, Inelastic (no residual stress)
467.360000, 501.001826, Inelastic (no residual stress)
469.900000, 502.938447, Inelastic (no residual stress)
472.440000, 504.825726, Inelastic (no residual stress)
474.980000, 506.646561, Inelastic (no residual stress)
477.520000, 508.383501, Inelastic (no residual stress)
480.060000, 510.031519, Inelastic (no residual stress)
482.600000, 511.606089, Inelastic (no residual stress)
485.140000, 513.081282, Inelastic (no residual stress)
487.680000, 514.348945, Inelastic (no residual stress)
490.220000, 515.451217, Inelastic (no residual stress)
492.760000, 516.475578, Inelastic (no residual stress)
495.300000, 517.127842, Inelastic (no residual stress)
497.840000, 517.352006, Inelastic (no residual stress)
500.380000, 517.149504, Inelastic (no residual stress)
502.920000, 515.905665, Inelastic (no residual stress)
505.460000, 513.095922, Inelastic (no residual stress)
508.000000, 505.831987, Inelastic (no residual stress)
